STATE,REGION,ACS_PCT_CTZ_US_BORN_ZC,ACS_PCT_FOREIGN_BORN_ZC,new_zipcode
Massachusetts,Northeast,71.06,28.94,02672
Massachusetts,Northeast,71.06,28.94,02601
Massachusetts,Northeast,81.5,18.5,02630
Massachusetts,Northeast,95.71,4.29,02631
Massachusetts,Northeast,87.87,12.13,02634
Massachusetts,Northeast,87.87,12.13,02632
Massachusetts,Northeast,92.4,7.6,02633
Massachusetts,Northeast,91.97,8.03,02635
Massachusetts,Northeast,100.0,0.0,02637
Massachusetts,Northeast,94.29,5.71,02638
Massachusetts,Northeast,92.37,7.63,02639
Massachusetts,Northeast,100.0,0.0,02641
Massachusetts,Northeast,91.44,8.56,02651
Massachusetts,Northeast,91.44,8.56,02642
Massachusetts,Northeast,98.13,1.87,02644
Massachusetts,Northeast,94.46,5.54,02645
Massachusetts,Northeast,94.46,5.54,02661
Massachusetts,Northeast,97.73,2.27,02646
Massachusetts,Northeast,100.0,0.0,02647
Massachusetts,Northeast,93.91,6.09,02648
Massachusetts,Northeast,92.13,7.87,02649
Massachusetts,Northeast,96.88,3.12,02650
Massachusetts,Northeast,100.0,0.0,02652
Massachusetts,Northeast,90.49,9.51,02662
Massachusetts,Northeast,90.49,9.51,02653
Massachusetts,Northeast,90.49,9.51,02643
Massachusetts,Northeast,86.84,13.16,02655
Massachusetts,Northeast,86.54,13.46,02657
Massachusetts,Northeast,95.36,4.64,02659
Massachusetts,Northeast,94.08,5.92,02660
Massachusetts,Northeast,100.0,0.0,02663
Massachusetts,Northeast,87.74,12.26,02664
Massachusetts,Northeast,87.98,12.02,02666
Massachusetts,Northeast,93.34,6.66,02667
Massachusetts,Northeast,98.15,1.85,02668
Massachusetts,Northeast,100.0,0.0,02669
Massachusetts,Northeast,90.25,9.75,02670
Massachusetts,Northeast,96.81,3.19,02671
Massachusetts,Northeast,83.47,16.53,02673
Massachusetts,Northeast,93.95,6.05,02675
Massachusetts,Northeast,91.62,8.38,02702
Massachusetts,Northeast,89.0,11.0,02703
Massachusetts,Northeast,100.0,0.0,02713
Massachusetts,Northeast,91.08,8.92,02715
Massachusetts,Northeast,91.25,8.75,02717
Massachusetts,Northeast,88.56,11.44,02718
Massachusetts,Northeast,92.3,7.7,02719
Massachusetts,Northeast,80.43,19.57,02720
Massachusetts,Northeast,74.63,25.37,02721
Massachusetts,Northeast,74.63,25.37,02722
Massachusetts,Northeast,77.59,22.41,02723
Massachusetts,Northeast,77.35,22.65,02724
Massachusetts,Northeast,83.49,16.51,02725
Massachusetts,Northeast,93.48,6.52,02726
Massachusetts,Northeast,96.15,3.85,02738
Massachusetts,Northeast,95.87,4.13,02739
Massachusetts,Northeast,83.62,16.38,02740
Massachusetts,Northeast,83.62,16.38,02741
Massachusetts,Northeast,83.62,16.38,02742
Massachusetts,Northeast,87.94,12.06,02743
Massachusetts,Northeast,76.38,23.62,02744
Massachusetts,Northeast,83.31,16.69,02745
Massachusetts,Northeast,69.38,30.62,02746
Massachusetts,Northeast,86.96,13.04,02747
Massachusetts,Northeast,88.39,11.61,02748
Massachusetts,Northeast,88.39,11.61,02714
Massachusetts,Northeast,89.89,10.11,02760
Massachusetts,Northeast,89.89,10.11,02761
Massachusetts,Northeast,91.08,8.92,02762
Massachusetts,Northeast,99.52,0.48,02763
Massachusetts,Northeast,95.73,4.27,02764
Massachusetts,Northeast,94.2,5.8,02766
Massachusetts,Northeast,94.2,5.8,02712
Massachusetts,Northeast,92.91,7.09,02767
Massachusetts,Northeast,92.91,7.09,02768
Massachusetts,Northeast,92.28,7.72,02769
Massachusetts,Northeast,95.28,4.72,02770
Massachusetts,Northeast,91.69,8.31,02771
Massachusetts,Northeast,87.77,12.23,02777
Massachusetts,Northeast,93.12,6.88,02779
Massachusetts,Northeast,86.13,13.87,02780
Massachusetts,Northeast,89.31,10.69,02790
Massachusetts,Northeast,100.0,0.0,02791
